source_row,warehouse,warehouse_name,barcode,name,stock_amount,price
3,8,לשם,7290004131074,חלב קרטון 1 ליטר % 3 מהדרין(תנח),19073,7.28
4,8,לשם,7290004575540,ארטיק קרח ריאו,13605,2
5,8,לשם,7290000522319,חלב קרטון 1 לי' % 3 מחלבות רמת הגולן,10929,7.28
6,8,לשם,814,מלפפון (ביכורי שדה),9305.809,12.9
7,8,לשם,817,עגבניות חממה (ביכורי שדה),9081.518,14.9
8,8,לשם,7290004127329,קוטג' 5% 250 גר' תנוב,7782,6.5
9,8,לשם,801,בצל יבש(ביכורי שדה),7521.37,5.9
10,8,לשם,837,"תפו""א ארוזים לבן (ביכורי שדה)",6725.08,4.9
11,8,לשם,917,בננה (ביכורי שדה),6342.397,11.9
13,8,לשם,820,פלפל אדום (ביכורי שדה),5076.394,14.9
14,8,לשם,72940761,מילקי שוקולד וקצפת 170 מל,4707,3.9
16,8,לשם,934,אבטיח (ביכורי שדה ),4556.714,9.9
17,8,לשם,7290000408354,דנונה בר קראנצ' פצפוצים,4310,5.9
18,8,לשם,36,שקית סופר גלסנר,4006,0.1
19,8,לשם,803,גזר ארוז (ביכורי שדה),3972.582,5.9
20,8,לשם,835,"תפו""א אדום שק ביכורי שדה)",3912.805,5.9
21,8,לשם,7290116932033,חמאה תנובה 200 גרם(תנח),3778,9.9
22,8,לשם,7296060001009,כרעיים חצי חצי (בש),3722.387,36.9
23,8,לשם,800,בטטה מובחרת(ביכורי),3627.677,12.9
24,8,לשם,7296060000064,שניצל פרוס דק (בש),3557.248,62.9
25,8,לשם,7290018540329,פיתה פיתה,3363,13.9
26,8,לשם,7290013520067,"10 לחמניות אצבע ""אגמי""",3274,19.9
27,8,לשם,7290000207162,רסק עגבניות100 גרם(ברס),3136,2.9
28,8,לשם,7290013536181,קמח חיטה לבן -בר ולחם(עץ),2975,6.9
29,8,לשם,7290002697107,חלה מיוחדת שאשא,2930,16.9
30,8,לשם,7290000993294,שרי לובלו,2908,14.9
31,8,לשם,726529408676,חלת בוטיק,2855,13.9
32,8,לשם,833,עגבניות שרי באשכול1 (חמדת),2827.79,29.9
33,8,לשם,808,חציל חממה(/ בלדי (ביכורי שדה),2768.891,9.9
34,8,לשם,7290003706044,כוסברה (ביכורי שדה),2648,3.9
35,8,לשם,7296060001078,סטייק פרגיות (בשע),2564.896,69.9
36,8,לשם,830,קישואים א'(ביכורי שדה),2480.844,9.9
37,8,לשם,610127,"תפו""א דוד משה",2421.505,9.9
38,8,לשם,7290010828692,פיתה אסלית *10,2408,14.9
39,8,לשם,7290018500361,לחם פרוס אנג'ל 900 גר,2291,10.05
40,8,לשם,7290107944243,אפיפית 200 גרם,2220,12.9
41,8,לשם,7290010777242,פיתות עננים,2157,17.9
43,8,לשם,80052760,קינדר בואנו חום * 30,2106,4.9
44,8,לשם,7290004125738,שמנת קצפת 32% 250גרם(תנח),2105,9.9
45,8,לשם,811,כרוב לבן,2098.985,7.9
47,8,לשם,7290018732601,אבוקדו בשל מוכן לאכילה (חקלאי גרנות),2055,13.9
48,8,לשם,742259241901,ביצים 12 יחידות L,2033,14.09
49,8,לשם,7290005838002,מעדן דניאלה וניל(שטראוס),2024,4.9
50,8,לשם,7290004127336,קוטג 9% 250ג'(תנח),1997,6.5
51,8,לשם,932,תפוזים,1992.852,8.9
52,8,לשם,7290005427107,נייר מגבת הפלא שישיה סנו ילג,1992,14.9
53,8,לשם,7290000042015,חלב שקית 1 ליטר 3%(תנח),1969,6.35
55,8,לשם,7296060001016,חזה עוף שלם (בש),1902.662,52.9
57,8,לשם,7290008323178,פילה אמנון- עם עור,1855.14,24.9
58,8,לשם,909,"תפוח עץ /סמיט /גרנד""(ביכורי שדה)",1842.439,13.9
59,8,לשם,7290000000411,שום,1838,7.9
60,8,לשם,5906485301012,"פחית XL 250 24 יחי מ""ל (טמפו)",1834,4.9
61,8,לשם,80761761,קינדר בואנו לבן 30 יח' (גבי ),1830,4.9
62,8,לשם,7290110115845,קולה,1822,8.9
63,8,לשם,7290112494351,קורנפלקס תלמה אלופים,1813,21.9
64,8,לשם,919,לימון צהוב(ביכורי שדה,1799.932,10.9
65,8,לשם,7290000066264,"דובונים חטיף תפו""א (אוסם)",1783,4.9
66,8,לשם,914,אבוקדו,1763.673,14.9
67,8,לשם,7296060000019,בקר טחון חלק-100%ללא תוספות(בשר,1734.197,59.9
68,8,לשם,7290003706068,פטרוזיליה ארוז,1711,3.9
69,8,לשם,7290018527801,"פיתות עבודת יד ""שאשא זה אנחנו""",1709,13.9
70,8,לשם,945,תפוח עץ פינק ליידי (ביכורי שדה),1689.413,19.9
71,8,לשם,8411500104679,שטיח פטל אוכמניות,1674,0.5
72,8,לשם,7290001302279,במבה 60 ג אוסם,1670,3.9
73,8,לשם,7290019601128,לחמניות המבורגר 4 יח,1667,15.9
74,8,לשם,742259241956,ביצים 30 יחידות L,1654,35.22
76,8,לשם,7296060000057,שוקיים עוף (ב.ש),1626.088,36.9
77,8,לשם,7290011194246,גבינת קוטג 5% (שטראוס),1621,6.9
78,8,לשם,7290000058047,שמנת מתוקה עמידה 500 מל' % 38 (תנובה,1592,15.12
79,8,לשם,7290000048185,גבינה 5% 250ג'(תנח),1531,5.81
80,8,לשם,693493222549,שמינייה מתוקה,1494,3.9
81,8,לשם,7290008323031,פילה סלמון נורווגי/ אטלנטי (פסק,1470.042,79.9
82,8,לשם,5904941751302,משקה בלו,1459,4.9
83,8,לשם,2000001111186,המבורגר מסעדות בלדי,1452.763,59.9
84,8,לשם,7290100687109,במבה במילוי קרם נוגט60 גר'*36 (אוסם ),1450,6.9
85,8,לשם,7290000170077,שוקולד פרה מריר 24 יח' (עלית ),1436,9.9
86,8,לשם,7290000680732,מי עדן שישיה גדולים(יפאורה),1436,15.9
87,8,לשם,7290002824640,גבינת סקי 5%(שטראוס),1423,5.81
88,8,לשם,7290000497112,לחם שחור פרוס (ברמן ),1398,8.38
89,8,לשם,7290000211503,"סוכר סוגת 1 ק""ג",1380,5.9
90,8,לשם,802,בצל סגול ((ביכורי שדה),1342.704,8.9
91,8,לשם,911,תפוח עץ חרמון,1316.157,13.9
93,8,לשם,7290000178707,תפוציפס טבעי 50 גר',1303,4.9
94,8,לשם,7290003996056,כוסברה (חסלט),1301,6.9
95,8,לשם,7290008693134,מעדן דניאלה תות(שטראוס),1300,4.9
96,8,לשם,7290004127800,גבינה 5% 500ג'(תנח),1293,11.62
97,8,לשם,7290017641744,שלוקים איגלו 8 יח (ילג),1293,6.9
98,8,לשם,7290008745239,תפוציפס קראנצ טבעי 50 גרם,1267,4.9
100,8,לשם,7290004125455,שמנת 15% 200 ג' מהדרין(תנח),1260,2.81
101,8,לשם,951,תות שדה אריזה גדולה,1189,17.9
102,8,לשם,940,תפוז ברשת,1185.251,5.9
103,8,לשם,7296060000156,כנפיים עוף בשר השומרון (בש),1182.937,18.9
104,8,לשם,7290110115463,תה FUZE אפרסק 1.5 לי' (קולה ) #,1173,8.9
105,8,לשם,7290003029433,שוקו פקק 250 מ'(שטראוס),1165,6.5
106,8,לשם,7290116537016,רביעיית שוקולד מריר 100 גרם,1152,27.9
107,8,לשם,7290000334042,"ציפס 2 ק""ג תפוגן 6 חב'",1148,32.9
108,8,לשם,835811008194,כוס לשתייה קרה 100יח,1121,3.9
109,8,לשם,7290004125721,שמנת לבישול 15% ה250גרם(תנח),1114,9.9
110,8,לשם,7290000000374,פטריות שמפיניון ארוזות (ביכורי שדה),1101,12.9
111,8,לשם,829,קולורבי (ביכורי שדה),1082.025,9.9
112,8,לשם,7290003996209,פטריות כפרי(יעל),1072,10.9
113,8,לשם,7290000072623,קטשופ אוסם 750 גר(ילג),1059,13.9
114,8,לשם,7290010119950,דוריטוס חמוץ חריף 55 גר (עלית),1046,4.9
115,8,לשם,7290002971955,קמח לבן מנופה שטיבל 650,1042,7.9
116,8,לשם,7290004124847,קצפת צמחית 500גרם השף הלבן(תנח),1038,19.9
117,8,לשם,7290000211442,"אורז פרסי סוגת 1 ק""ג",1009,11.9
118,8,לשם,7290000074184,פתיבר אוסם 500 גר (אוסם ),1004,10.9
119,8,לשם,7290000056845,חלב קרטו 1.5 לי'הומוגני 3%,997,10.92
120,8,לשם,7290008752244,תפוציפס קראנצ גריל 50 גר,978,4.9
121,8,לשם,183,ביצים 18L בתוספת אומגה 3 (קדומים),975,26.9
122,8,לשם,7290000170053,שוקולד פרה חלב (עלית ),967,9.9
123,8,לשם,2610496,"סטייק פרגית ארוז ""עוף ירושלים""",965.385,69.9
124,8,לשם,7290000042435,חלב קרטון 1 ליטר 1% (תנח),962,6.85
125,8,לשם,7290008753111,תפו.אקט מקסיקני 50 ג,951,4.9
126,8,לשם,7290004129101,נפוליאון טבעי 225ג '30% (תנח),935,15.9
127,8,לשם,7290019790259,חלב טבעי 4% 1 ליטר רמת הגולן,904,9.9
128,8,לשם,7290000208336,"רסק עגבניות 22% ""רביעיה"" 260 ג'(ברס)",889,4.9
129,8,לשם,7290011017873,קולה פחית ZERO 330 מיל' (קולה ),887,5.9
130,8,לשם,7290000208978,רוטב עגבניות פריכוז 100 גר,869,2.9
131,8,לשם,7290008340618,סלמון מעושן 100 גרם דלידג,853,22.9
132,8,לשם,813,מלון (ביכורי שדה),852.249,9.9
133,8,לשם,825,פלפל כתום (ביכורי שדה),839.762,14.9
134,8,לשם,2610489,"שניצל עוף פרוס טרי ""עוף ירושלים""",839.559,59.9
135,8,לשם,693493222730,"פס קוגל תפו""א",834,25
136,8,לשם,7792860006218,סוכריות בייבי דול,833,2.5
137,8,לשם,7290107936309,דנונה יווני לבן(שטראוס),830,3.9
138,8,לשם,7290011017866,"פחית קוקה קולה 330 מ""ל(קולה)",821,5.9
139,8,לשם,7290003321155,דנונה בר פקאן (שטראוס ),819,5.9
140,8,לשם,7290013284310,פריניר רוטב פסטה לילדים 240 גרם,817,5.9
141,8,לשם,7290008645935,חומוס אחלה 750 גר,804,14.9
142,8,לשם,826,פלפל צהוב (ביכורי שדה),800.184,14.9
143,8,לשם,7290004923099,עין גדי 2לי' *6 (יפאורה ),798,14.9
144,8,לשם,7290004127077,קוטג3%250 מהדרין(תנח),796,6.5
145,8,לשם,7290115678376,מעדן הגולן שוקולד 125 גר',795,3.9
146,8,לשם,7290013262936,כוס חם 8B,779,4.9
147,8,לשם,7290116537351,כריות נוגט 686 גר,776,29.9
148,8,לשם,5206,לקריץ,773,2
149,8,לשם,7290000068138,פודינג אינסטנט וניל 80גר'*12 (אוסם),770,6.9
150,8,לשם,72963753,שמנת של פעם 200 ג'(תנח),768,5.9
151,8,לשם,7290004011284,קצפת ריצ' קטנה 212 (קואופ),768,8.9
153,8,לשם,7290000364872,נקניקיות עוף 400 טרי (תנט),749,15.9
154,8,לשם,7290018989333,יכין רסק עגבניות טבעי 100 גר,744,3.9
155,8,לשם,7290107932080,חלב בקבוק % 3 שטראוס,739,10.9
156,8,לשם,7290019322429,"חסה לאליק ""ברכת קטיף""",735,14.9
157,8,לשם,80177609,"קינדר שוקולד 50 גר'*20 כשל ""פ (גוילי",734,4.9
158,8,לשם,7290017918723,סלק אדום בואקום (ביכורי שדה),729,6.9
159,8,לשם,7290006553614,תות שדה משק שקי,728,17.9
160,8,לשם,7290003706051,נענע (ביכורי שדה),727,3.9
161,8,לשם,7290000468747,ביסלי גריל 55 גרם,724,4.9
162,8,לשם,7290003996117,כרוב לבן שלם ארוז כ.טרי,721.634,15.9
163,8,לשם,7290018825020,"תפו""א דוד משה לבן",721.11,9.9
164,8,לשם,7290019790105,שמנת להקצפה 24% 250 מל רמת הגולן,720,10.9
165,8,לשם,7290055090702,שלוקים איגלו 70 יח' 4* ילג,718,12.9
166,8,לשם,7296060000040,ירכיים טרי(בש),717.891,36.9
167,8,לשם,7290014820012,ביצים L 18 (בפיקוח),715,21.14
168,8,לשם,7290000408316,דנונה ביו טבעי % 3 (שטראוס),712,4.9
169,8,לשם,7290112355867,מילקי קצפת טופ,705,5.5
170,8,לשם,7290013906694,נקניקיות עוף 1.50 קג,686,44.9
171,8,לשם,7290018474570,"שמן קנולה מזוכך ""ביכורים""",683,8.9
173,8,לשם,7290018283158,מארז לחוח,678,19.9
174,8,לשם,139,בלון הליום פשוט,675,6
175,8,לשם,7290000048192,גבינה לבנה 9% 250ג'(תנח),674,6.9
176,8,לשם,7290010471669,דנונה בר תות (שטראוס ),672,5.9
177,8,לשם,7290003029181,שוקו 1 לי ' בקבוק (שטראוס ),671,15.5
178,8,לשם,7290020591142,מיץ ענבים תירוש 100%,664,15.9
179,8,לשם,930,אפרסק,657.295,19.9
180,8,לשם,902,אגס (ביכורי שדה),656.195,19.9
181,8,לשם,7290106663183,ציטוס גבינה,654,4.9
182,8,לשם,7290000043814,שמנת עמידה 250גר38%(תנח),653,7.56
184,8,לשם,7290014763395,גבינת עמק סמי 600 גרם(תנו),649,39.9
185,8,לשם,9512,תות שדה אריזה קטנה,643,19.9
186,8,לשם,7290004125417,גיל 3%מהדרין (תנח),641,1.76
187,8,לשם,80906056,כשלפ פררו קינדר ביצת הפתעה,637,6.9
188,8,לשם,7290005200786,חטיף תפוציפס 50 שמנת ובצל,637,4.9
189,8,לשם,6001120604271,טופי פיזרס מקלון ורוד(שגיא),635,1.5
190,8,לשם,7296060000538,שוארמה פרגיות (בש),633.36,69.9
191,8,לשם,928,קלמנטינה (ביכורי שדה),627.332,9.9
192,8,לשם,903,נקטרינה,623.827,19.9
193,8,לשם,8900,שומר (ביכורי שדה),619.642,10.9
194,8,לשם,7290018940433,יין אמירים לבן 750 מל,618,25.9
195,8,לשם,7290002824183,גבינה לבנה סקי משפחתי % 5,612,11.62
196,8,לשם,7290004127817,גבינה 9% 500ג'(תנח),607,12.9
197,8,לשם,7290000072753,נס קפה טסטר צויס 200 גר(קשת),603,39.9
198,8,לשם,7290011725556,"חסה לאליק ""ברכת דויד""",601,14.9
200,8,לשם,7290005271212,ביצים 30 L רמות השבים (שלומי),593,35.23
201,8,לשם,7290003706075,שמיר בשקית (ביכורי שדה),592,3.9
202,8,לשם,7290000111186,מיונז תלמה 500 ג' כ(תלמ),587,13.9
203,8,לשם,922,פומלה לבנה (ביכורי שדה),581.585,9.9
204,8,לשם,7290112494313,"קליק קורנפלקס 65כשל""פ גר(מעיין)",574,7.9
205,8,לשם,7290000073767,מנה חמה נודלס ירקות טעם בקר,573,7.9
206,8,לשם,910,"תפוח עץ ""זהוב (ביכורי שדה)",572.964,13.9
207,8,לשם,7290100680650,מנה חמה נודלס+ירקות תאילנדי(אוס),569,7.9
208,8,לשם,7290000073750,מנה חמה נודלס בטעם עוף (אוסם ),568,7.9
209,8,לשם,7290112348548,שוקולד רבנות,566,9.9
210,8,לשם,7290014760912,גבנה צהובה גוש חלב % 28 400 גר',563,34.9
211,8,לשם,7290010690428,חסה לבבות (ביכורי שדה),562,10.9
213,8,לשם,7290004125509,שמנת חצי מנה 15%(תנח),559,1.9
214,8,לשם,7622010001858,עוגיות אוראו סנדוויץ בטעם שוקולד 176 גר,551,9.9
215,8,לשם,7290010192373,שורש פטרוזיליה (ביכורי שדה),547,6.9
216,8,לשם,7290011723101,"טחינה ""ברכה""ללא גלוטן 12 יח 1 קג'(ברכה)",543,32.9
217,8,לשם,7290019644330,"כרמית מרשמלו ורוד לבן בד""ץ 150 גר'",543,6.9
218,8,לשם,7290110321277,קוטג' בקטנה 5%,536,3.5
219,8,לשם,7290110325619,משקה שיבולת שועל(תנובה),536,14.9
220,8,לשם,7290003996254,פטריות פורטובלה,530,11.9
221,8,לשם,7296064207216,אסאדו עגל טרי חלק (אדום),524.933,84.9
222,8,לשם,7290112494283,קליק חום לבן 65 גר(מעיין),524,7.9
223,8,לשם,7290004063016,"מלח שולחן 1 ק""ג בדץ",520,2.09
224,8,לשם,38000138416,פרינגלס אורגינל אדום 149גר',518,11.9
225,8,לשם,7290000060781,פסטה מסולסלים צרכני 500 ג'(אוסם),516,6.9
226,8,לשם,46214731552,עוגיות שוקולד ציפס % 37 קואופ),512,11.9
227,8,לשם,7290012823602,נייר טואלט סופט 32 גלילים (סנו),512,34.9
228,8,לשם,7290000107295,ברוקולי תפרחת 12X800 תספ),499,25.9
229,8,לשם,7290000041445,קוטג' 250 גר' %5 מהדרין (תנו ),498,6.5
230,8,לשם,7290110557379,מילקי טופ קורנפלקס עם חלב,498,5.9
231,8,לשם,7290000047621,"גבינה לבנה 250 גר' % 5 בד""צ (תנובה )",497,5.81
232,8,לשם,7290003411405,נר נשמה,495,1.9
233,8,לשם,7290015037549,חסה (חסלט),487,7.9
234,8,לשם,7290015968508,כוס שקופה 1/100 חדפ(ילג),487,4.9
235,8,לשם,7290004136857,גלי תנובה פטל (תנח),484,3.5
236,8,לשם,7290000993560,עגבניות שרי שוקו,483,12.9
237,8,לשם,7290000066332,"אפרופו חטיף 50*36תפו""א (אוסם)",482,4.9
238,8,לשם,7290110573751,מילקי טופ עדשים (שטראוס),479,5.9
240,8,לשם,7290000073774,מנה חמה נודלס-ירקות טעם צ'ילי(אוסם),475,7.9
241,8,לשם,7290000453866,נטורינה שימרית,475,9.9
242,8,לשם,7290018517352,מארז טישו 5 יח,475,10.9
243,8,לשם,7290004125400,אשל 4.5% מהדרין (תנח),473,1.97
244,8,לשם,7290019226512,תומר טונה בשמן צמחי רביעיה 140 ג,471,19.9
245,8,לשם,7290018283134,"חילבה ""מאפיית ידעי""",468,11.9
246,8,לשם,7290112494221,קליק ביסקוויט(מעיין),468,7.9
247,8,לשם,726529085648,קראנצי רואופ פירות 10 גרם,467,1.5
248,8,לשם,7290000522340,שמנת לבישול 15% 250 מל יכין,467,10.9
250,8,לשם,7290107871990,פסטה צינורות 500 גר'*12 (אוסם ),467,6.9
251,8,לשם,7290010192052,סלרי עלים(ביכורי שדה),466,5.9
252,8,לשם,7290116932484,יוגורט גו במרקם אוורירי,466,7.9
253,8,לשם,7290002697336,מארז 4 קשר אפיית אבן (שאשא בייקרי),465,18.9
254,8,לשם,7290116931241,קוטג' תנובה 12%,465,6.5
255,8,לשם,8000500026731,ביצים קינדר 3 יח' (גוילי ),465,19.9
256,8,לשם,7296060006622,עוף טרי שלם בשר השומרון,464.422,25.9
257,8,לשם,7290011438142,אייס קפה 350מ'(שטראוס),464,7.9
258,8,לשם,7290105362339,שמנת לבישול 5% (שטראוס),461,9.9
259,8,לשם,7290004125578,משקה סויה מו1.ליטר(תנח),460,11.9
260,8,לשם,7290004584528,דנונה ביו טבעי(שטראוס),458,4.9
261,8,לשם,7290002881803,שמן קנולה מזוכך (תומר),457,8.9
262,8,לשם,7290000067544,פירורית-זהב 200 גר'*12(אוס),452,7.9
263,8,לשם,7290019626404,"תבניות אלומניום אינגליש קייק ""משי""",452,7.9
264,8,לשם,14820005,ביצים 12L (בפיקוח),447,14.09
265,8,לשם,7290000051352,חלב של פעם 1 ליטר לפח(תנח),447,10.9
266,8,לשם,7290019626442,"תבניות אלומניום R31 ""משי""",447,7.9
267,8,לשם,7290018474297,"פחם 2 ק""ג",446,14.9
268,8,לשם,7290000040974,חלב % 2 דל לקטוז מפוסטר (תנובה ),444,9.9
269,8,לשם,7290020130754,כוסות פלסטיק ספלאש 100 יח' 180cc עדח,444,4.9
270,8,לשם,7290017918150,"תפו""א לבן למיקרו",440,7.9
271,8,לשם,7290019601067,לחמנייה שמיניה(יונתן),438,12.9
272,8,לשם,7290110557133,מעדן הגולן וניל 125 גר',437,3.9
273,8,לשם,7290000060200,פתיתים אפויים 500 גקוסקוס'(אוס,435,6.9
274,8,לשם,7290018071991,שקיות אשפה חזקות עם ידיות 75*90,435,9.9
275,8,לשם,1134,חלה מתוקה ויזניץ,434,19.9
276,8,לשם,7290115208047,ויטמינצ'יק פטל 1 ליטר(אוסם),431,14.9
277,8,לשם,7290017470252,כוס קרטון 8B 50 יח' עדח,430,6.9
278,8,לשם,7290110568238,קצפת צמחית 21% (שטראוס),429,8.9
280,8,לשם,608614323746,"גרעיני חמניה ""פיצוחי זריפה""",428,23.9
281,8,לשם,7290008753388,דוריטוס טבעי 55 גר,428,4.9
282,8,לשם,7290100680667,נודלס בסגנון סצ'ואן,426,7.9
283,8,לשם,80176732,קינדר הפי היפו (גבי ),422,3.9
285,8,לשם,7290011018184,תה FUZE אפרסק חצי ליטר 24* (קולה ),419,5.9
286,8,לשם,7290005610509,צנונית ארוזה,417,6.9
287,8,לשם,7290101551584,מארז תפוציפס קידס,417,19.9
288,8,לשם,7290110320867,פתיתי עמק למאפים 28% 500 גרם(תנובה),417,43.9
289,8,לשם,7290116537375,קליק כריות נוגט 65 גר',416,7.9
290,8,לשם,823,פלפל חריף(ביכורי שדה),413.287,11.9
291,8,לשם,7290000042855,שוקו שקית יטבתה 225 מל,410,2.9
292,8,לשם,7290116930695,חלב נטול לקטוז 2%,410,9.9
293,8,לשם,7290006265500,"פטריות שמפיניון ""מרינה""",408,12.9
294,8,לשם,7290014759084,נפוליאון % 16 גביע 22 (תנובה ),408,15.9
295,8,לשם,7290000688381,מי עדן 0.5 ליטר שישיה קטנים(יפאורה),404,18.9
296,8,לשם,7290000060903,פתיתים אפויים אורז500 ג' (אוסם),403,6.9
297,8,לשם,7290019626428,"תבניות אלומניום מלבניות ""משי""",403,7.9
298,8,לשם,49814521,"סוכריה על מקל ""צופה""",402,1.5
299,8,לשם,7290008806305,שלגון כוכב פצפצים תות בננה,402,5.9
300,8,לשם,7290106414327,טטו מטבעות שוקולד תפזורת,402,1
301,8,לשם,7290001817728,ציטוס כאפה 55 ג,401,4.9
302,8,לשם,7290003996087,"בצל ירוק ארוז ""חסלט""",400,7.9
303,8,לשם,7290112499936,מגנום שקדים,400,10.9
304,8,לשם,7290004121280,שמנת חמוצה % 9 חצי מנה (תנובה חלב ),399,1.9
305,8,לשם,7290110328764,יוגורט גו סמיך תות(זנגי),399,7.5
306,8,לשם,7290018091531,"חטיפי פיצה גבינה 24 יח ""מעדנות""",398,37.9
307,8,לשם,7290017088099,טיטולים בייביסיטר מידה 6,396,33.9
308,8,לשם,7290002651123,מלווח חמסי (לאטי),394,20.9
309,8,לשם,7290014761070,מעדן שוקולד לבן YOLO (תנןבה ),394,5.9
310,8,לשם,7290110557423,מילקי טריו בטעם דאבל שוקולד,394,4.9
311,8,לשם,7290019635741,"החלב החדש מושלם לקפה 750 מ""ל",391,14.9
312,8,לשם,742259241963,ביצים 30 יח XL,390,38.3
313,8,לשם,72961223,שלי גילה 200גר 3%(תנח),388,1.76
314,8,לשם,7290004125370,"שמנת 9% 200מ""ל (תנח)",388,5.5
315,8,לשם,7290017088082,טיטולים בייביסיטר מידה 5,388,33.9
316,8,לשם,7290002402503,סטייק אנגוס מיושן ברשת מחפוד,386.812,119.9
317,8,לשם,7290000364858,"נקניקיות טירת צ. 1ק""ג אריזה כפולה""",386,32.9
318,8,לשם,7290110115838,ספרייט זירו 1.5 ליטר,386,8.9
319,8,לשם,710497504911,בזיליקום,385,6.9
320,8,לשם,80135876,ממרח נוטלה 400 גרם,383,19.9
321,8,לשם,7290014761018,גיל בטעם וניל 125 גר(תנובה),383,1.9
322,8,לשם,7290000209951,רוטב עגבניות לפיצה 260ג (שופרסל,382,6.9
323,8,לשם,7290112841858,פטריות שמפניון,381,12.9
325,8,לשם,7290000056951,"שמנת לבישול 15% 500 מ""ל(תנובה חלב)",380,18.9
326,8,לשם,7290019626459,"תבניות אלומניום R99 ""משי""",378,7.9
327,8,לשם,72961209,שמנית 200גר 15%(תנח),376,2.81
328,8,לשם,926,קיווי תפזורת (ביכורי שדה),375.544,19.9
330,8,לשם,7290011018443,"פחית פאנטה אורנג' 330 מ""ל (קולה )",374,5.9
331,8,לשם,7290014072428,חסה לאליק,373,12.9
332,8,לשם,8000500325384,קינדר ג'וי שלישיה 3 * 20 גרם,373,17.9
333,8,לשם,815,סלק (ביכורי שדה),372.042,8.9
335,8,לשם,7290000060880,ספגטי מס8,371,6.9
336,8,לשם,7290114313278,מולר פרוטאין משקה חלבון קפה 25 גר',371,9.9
337,8,לשם,7290105693341,במבה מאז 25 גר'*10 15 יח' (אוסם ),367,18.9
338,8,לשם,7290017766034,ביצים קדומים M 18,364,25.5
339,8,לשם,7290100680711,פירורית זהב 350 גר'*12 (אוסם ),364,10.9
340,8,לשם,7290008753364,דוריטוס גריל 55 גר',361,4.9
341,8,לשם,8719200998018,מרגרינה בטעם חמאה 200 גר,361,7.9
342,8,לשם,7290104504228,דובונים מארז 20 גר'*5 (אוסם ),359,14.9
343,8,לשם,7290004645434,פילה סלמון מנות ללא עור @!(רוזנרס),358.565,125.9
344,8,לשם,4860020002400,מארז 12 פחיות מיני קולה פרלל 250 מל,357,29.9
345,8,לשם,72991008,פסק זמן,356,6.9
346,8,לשם,7290020244314,ציפס אמריקאי 1.25 קג תומר,356,17.9
347,8,לשם,7290110328788,יוגורט גו סמיך 0% אפרסק,356,7.5
348,8,לשם,726529408508,מארז פרנה גדול,354,19.9
349,8,לשם,7290000058979,גיל בטעם תות 3% 125 גר(תנובה),354,1.9
350,8,לשם,7290000467887,ביסלי פיצה 55 גר'*24 (אוסם ),354,4.9
351,8,לשם,7290000178134,שוקולד פרה מריר 100ג*4 יח,351,28.9
352,8,לשם,7290017947921,לחמניות המבורגר*6 (אנגל),351,17.9
353,8,לשם,7290110327514,משקה שיבולת שועל בטעם אגוזי לוז,348,14.9
354,8,לשם,7290000060859,ספגטי צדפים קטן42 אוסם)מ,347,6.9
355,8,לשם,7290014762220,ג'לי בטעם ענבים 125 גר' תנובה,347,2.9
356,8,לשם,7290018091708,פיצה מרגריטה עבה,346,28.9
357,8,לשם,7290000000848,תירס קלחים,344.809,12.9
358,8,לשם,7290119372997,דנונה פרו 20 גרם בטעם רול קינמון,343,7.9
359,8,לשם,7296060000095,גרונות הודו (בש),342.249,39.9
360,8,לשם,835811004646,כפיות מדיום קרם 50 יח,341,5.9
361,8,לשם,3012,סוכריה על מקל טייסטי פופ,340,0.5
362,8,לשם,7290000104836,שעועית עדינה דקיקה 12 יח(תספ),340,22.9
363,8,לשם,7290002008750,אבקת אפיה 10 יח,340,2.9
364,8,לשם,7290020178039,שקדי מרק 350 גרם,338,9.9
365,8,לשם,7290118426202,במבה ביסלי גריל מיקס 70 גר,338,5.9
366,8,לשם,87108538,מנטוס גליל תות *40 גבי,337,3.9
367,8,לשם,693493222600,חלה קלועה,337,12.9
368,8,לשם,38000845512,פרינגלס מיני אורגינל 37 גר' ילג,336,6.9
369,8,לשם,7290000484747,"ערק עלית 700 מ""ל (רוזנר )",336,69.9
370,8,לשם,7290006492432,מוצרלה בייבי גד,335,13.7
371,8,לשם,7296060000453,"שניצל מוכן ממוין10 ק""ג(בש)",334.332,34.9
372,8,לשם,7290019626435,"תבניות אלומניום R64 ""משי""",334,7.9
373,8,לשם,7290000178103,שוקולד חלב פרה 4*100 גר'(עלית),333,28.9
374,8,לשם,38000183737,מיני פרינגלס ברביקיו סגול 40 גרם,331,6.9
375,8,לשם,70970475467,מייק אנד אייק תות קטן,331,3.9
376,8,לשם,7290112343499,ציטוס בטעם גבינה,331,5.9
377,8,לשם,7290015968454,"צלחות פלסטיק גדולות ועבות 1 ק""ג(אינטרסן)",330,18.9
378,8,לשם,72986424,גלידת בן&גריס קרם עוגיות,329,29.9
379,8,לשם,7290106524439,תפוציפס פופס 60 ג,329,4.9
380,8,לשם,72917367,טעמי,328,4.9
381,8,לשם,6932393222747,פס קוגל אטריות,328,25
382,8,לשם,7290019626602,"סכו""ם וינטג' (10 יח')",327,3.9
383,8,לשם,7290116934402,יופלה גו במרקם אוורירי עם מנגו,327,7.9
384,8,לשם,7290110325893,אייס קפה GO 340 מל(תנובה),326,9.9
385,8,לשם,7290112499677,ארטיק מגנום שוקולד לבן,326,10.9
