source_row,warehouse,warehouse_name,barcode,name,stock_amount,price
1117,8,לשם,7290106656734,עוגיות חיוכים וניל 600 גר' (עלית ),111,19.9
1118,8,לשם,7290114311069,יוגורט מולר 0% בתוספת פרוטאין,111,7.9
1119,8,לשם,7290115190151,מרלבורו טאץ,111,40
1120,8,לשם,7290116531748,קליק שוקו מיקס,111,7.9
1121,8,לשם,7290116934150,משקה שיבולת שועל ללא תוספת סוכר,111,14.9
1122,8,לשם,7610113027684,בקרדי בריזר מנגו פסיפלורה 275 בקבוק 24 יח,111,12.6
1123,8,לשם,111186,"קרטון המבורגר מסעדות 8 ק""ג",110,399.9
1124,8,לשם,835811003823,קופסאות אחסון ליטר הנמל,110,14.9
1125,8,לשם,7290000530703,תה מעושן וחרמון כפרי זוג' 400X2ג',110,36.9
1126,8,לשם,7290100680728,פירורית אוסם 350 גר'*20 אוסם ),110,8.9
1127,8,לשם,7290116936116,משקה סויה בטעם אגוזי לוז,110,11.9
1128,8,לשם,835811004561,כפיות שקופות 50 יח,109,4.9
1129,8,לשם,7290000191546,טישו לילי צבעוני -שלשות (יגל),109,11.9
1130,8,לשם,7290000208947,עגבניות מרוסקות 260 גר' יכין,109,6.9
1131,8,לשם,7290000591643,"מצות 2.5 ק""ג ראשון",109,39.9
1132,8,לשם,7290106656727,עוגיות חיוכים שוקו 600 גר' (עלית ),109,19.9
1133,8,לשם,7290110564360,חומוס עשיר בטחינה 40% 400ג (עלית),109,17.9
1134,8,לשם,7290118422426,"ציפס גלי 45 גרם ""אוסם""",109,4.9
1135,8,לשם,7290119370955,דנונה פרו 20 גרם ללא סוכר וניל עוגיות,109,7.9
1136,8,לשם,7622201120931,דיפלומט מילקה שוקולד לבן אוראו 100 גר,109,7.9
1137,8,לשם,7290002008651,קמח תפוח אדמה,108,6.9
1138,8,לשם,7290113455825,גומי חמוץ נחש תנתה 50 גרם,108,4.9
1139,8,לשם,7290000046327,גלבוע פרוס 22% 200גרם(תנח),107,16.9
1140,8,לשם,7290000060163,אטריות דקות,107,7.9
1141,8,לשם,7290010347414,חומוס מסבחה ירוק 250 גר,107,12.9
1142,8,לשם,7290013021618,המבורגר אנגוס 300 גרם,107,27.9
1143,8,לשם,7290015008280,נייר אפייה 50 דף,107,8.9
1144,8,לשם,7290017065618,פקורינו פרוס 36%,107,29.9
1145,8,לשם,7290102397600,יוגורט שקדים ובוטנים מקורמלים טרה,107,6.9
1146,8,לשם,7290110329686,משקה חלב GO בטעם עוגיות 340 מל,107,9.9
1147,8,לשם,7290002610427,כנפיים עוף טרי ארוז,106.577,12.9
1148,8,לשם,70970475344,מייק & אייק אוכמניות 1/12 120 גר' (ורוד),106,11.9
1149,8,לשם,7290000048307,קוטג זיתים 5% 250ג'(תנח),106,7.9
1150,8,לשם,7290003229123,פסטרמה גחלים-400 ג' (תנט),106,35.9
1151,8,לשם,7290004119225,יופלה אננס % 3 150 גר' (תנובה ),106,5.9
1152,8,לשם,7290008409100,אצבעות שומשום10 יח(תנע),106,39.9
1153,8,לשם,7290015381659,כביסכל 2 ליטר- רוז עם BIO,106,49.9
1154,8,לשם,7290017784212,פקאן טבעי 100 גרם,106,19.9
1155,8,לשם,7290102031276,אקטימל 8 תות,106,26.9
1156,8,לשם,7290102393268,גבינה לבנה 750 גרם,106,17.43
1157,8,לשם,7290112966803,אינטסנט פודינג שוקולד,106,6.9
1158,8,לשם,693493222556,שמיניה מזונות ויזניץ,105,4.5
1159,8,לשם,7290000101927,אוכמניות כחולות מוקפאות 12יח(תנובה ),105,18.9
1160,8,לשם,7290005425646,סנו קלייר מנקה חלונות,105,12.9
1161,8,לשם,7290012359170,לחיץ דבש250 עמק חפר,105,19.9
1162,8,לשם,7290017068367,שמרים יבשים 125 גר(מיה),105,4.5
1163,8,לשם,7290020238405,סילאן לחיץ 680 גר' מיה,105,25.9
1164,8,לשם,7290119374106,עלית טורקי שקית 200 ג 15% תוספת,105,26.9
1165,8,לשם,7290119380794,דנונה פרו שכבות פירות יער ללס,105,8.9
1166,8,לשם,8850632604402,שטיח יוגטה כחול,105,4.9
1167,8,לשם,7290002697121,לחם מחמצת בטעמים שאשא בייקרי,104,22.9
1168,8,לשם,7290003643646,סוכר חום דמררה 1 קג סוגת,104,12.9
1169,8,לשם,7290008464741,"גולדסטאר שישיה ח""פ 330 בקבוק (טמפו)",104,39.9
1170,8,לשם,7290017065137,ריקוטה למריחה טבעית 5%,104,13.9
1171,8,לשם,7290112344724,מילקי בטעם שוקולד בלונדי (שטראוס),104,3.9
1172,8,לשם,54013698,ריזלה נייר גלגול באלי כחול,103,2.5
1173,8,לשם,72994818,שמרים טריים לאפייה כשלפ,103,2.9
1174,8,לשם,5902047174261,פילטר 6/22 (מדעי),103,5
1175,8,לשם,7290000074375,קרקר זהב 150 גר'*12אוס),103,8.9
1176,8,לשם,7290000078762,פריכונים אורז ודבש 800ג'(אוס),103,8.9
1177,8,לשם,7290000120836,מיונז הלמנס 394 גר' (תלמה ),103,15.9
1178,8,לשם,7290002008354,מפות שולחן 8יח` הנמל,103,7.9
1179,8,לשם,7290004119973,מעדן קרלו שוקו 125(תנח),103,3.9
1180,8,לשם,7290017065007,פרוסות מוצארלה 200 גרם,103,19.9
1181,8,לשם,7290017065175,מנצ'גו פרוס 39%,103,29.9
1182,8,לשם,7290102399796,יוגורט אקטיב נטורל,103,6.9
1183,8,לשם,7290106528567,דוריטוס גריל 185 גר' עלית,103,10.5
1184,8,לשם,7290110328641,טופו טבעי 500 גר(תנובה),103,23.9
1185,8,לשם,8719200998001,מרגרינה בלובנד 200גר,103,7.9
1186,8,לשם,904,שזיף אדום(ביכורי שדה ),102.49,29.9
1187,8,לשם,7290000104720,שעועית ירוקה 800 ג' (תספ)-16יחידות,102,18.9
1188,8,לשם,7290000663135,"קוביות סלמון להקפצה 300 גרם ""תנובה""",102,39.9
1189,8,לשם,7290105965738,דנונה לשתיה תות בננה (שטראוס),102,6.9
1190,8,לשם,7290107646147,שוגי חטיפים (קשת),102,18.9
1191,8,לשם,7290114310536,מולר אקטיב לייט יוגורט חלבון וניל,102,6.9
1192,8,לשם,835811001140,שומשום 400 גרם,101,11.9
1193,8,לשם,4084500088917,"סבון כלים פיירי לימון 650 מ""ל",101,14.9
1194,8,לשם,7290002008347,קורנפלור הנמל,101,6.9
1195,8,לשם,7290002824466,דנונה ביו טבעי % 0 (שטראוס),101,4.9
1196,8,לשם,7290017784120,חטיפי אורז 100 גרם,101,13.9
1197,8,לשם,7290109580104,נקניק פרימיום רוסטביף 150 גרם,101,33.9
1198,8,לשם,7290111346538,"חיתולי האגיס 12-22 ק""ג 38 יח' (חוגלה",101,44.9
1199,8,לשם,7290112966124,פתי בר פחות סוכר,101,12.9
1201,8,לשם,7290122781533,דובונים ברביקיו 40 גרם,101,4.9
1202,8,לשם,90162602,רד בול משקה אנרגיה,100,6.9
1203,8,לשם,7290003570928,קבב בלדי ארוז 500ג 8 יח(בלדי),100,32
1204,8,לשם,7290004121754,יופלה ע.גבינה ותות(תנובה),100,5.9
1205,8,לשם,7290110578466,טעמי Xקרם אגוזים עם בייגלה ועוגיות 36 גר,100,5.9
1206,8,לשם,7290000045580,נעמה 240חורש 25גרם(תנח),99,23.9
1207,8,לשם,7290004121853,בולגרית קוביות %5 200ג'(תנח),99,26.9
1208,8,לשם,7290008409315,שניצלונים מיני 500 גר' ציפוי פריך14תנ),99,26.9
1209,8,לשם,7290010346172,חמוס אבו גוש גרגירים (ינון),99,13.5
1210,8,לשם,7290011254209,שום גבישי 80 גר' שקית *12 (מיה ),99,6.9
1211,8,לשם,7290012642586,ערמונים קלופים 100 גר' תומר,99,5.9
1212,8,לשם,7290017068411,"אבקת אפיה כשל""פ בד""צ(מיה)",99,2.9
1213,8,לשם,7290017593227,פסיפלורה במגשים (ביכורי שדה),99,29.9
1214,8,לשם,7290017918563,ערמונים קלויים וקלופים (ביכורי שדה),99,5.9
1215,8,לשם,7290110324070,גבינת חלומי 30% פיראוס,99,26.9
1216,8,לשם,7290110324711,ממרח סויה בטעם טבעי,99,10.9
1217,8,לשם,7290112963918,פיטנס קרקר דק רוזמרין 140גר*12(אוסם),99,12.9
1218,8,לשם,7290116933894,משקה שיבולת שועל WHITE,99,14.9
1219,8,לשם,8935001729259,מנטוס מסטיק תפוח ירוק חמוץ,99,11.9
1220,8,לשם,1643,חבילת מצה בודדת,98,8
1221,8,לשם,7290000068701,שקדי מרק 400 ג'*10יח (אוסם),98,19.9
1222,8,לשם,7290000208145,תירס לייט יכין 550 גר,98,9.9
1223,8,לשם,7290001594858,"בירה טובורג שישיה 330מ""ק(קולה)",98,49.9
1224,8,לשם,7290005426193,ספוג הפלא סנו סושי,98,11.9
1225,8,לשם,7290008409605,"כוכבי עוף, 700 גרם מאמא עוף",98,39.9
1226,8,לשם,7290011254032,קינואה 500 גר' (מיה ),98,16.9
1227,8,לשם,7290014761193,פרילי פירות יער 1.5 % תנובה,98,4.9
1228,8,לשם,7290014803237,ערמונים קלופים וקלויים 100 גר' (נאמן ),98,6.9
1229,8,לשם,7290015037488,פטרוזליה חסלט,98,7.9
1230,8,לשם,7290017784021,גרעיני חמניה פרימיום,98,18.9
1231,8,לשם,7290112344861,מילקי קפוצינו,98,3.9
1232,8,לשם,8076809523738,פסטה ברילה לזניה 500 גר(מעיין),98,21.9
1233,8,לשם,8445291301948,מולטי ציריוס 500 גרם,98,27.9
1234,8,לשם,25675301153,חמצוצים פטל 50 ג'(ילג),97,6.9
1235,8,לשם,726529408430,שלישית חליות,97,16.9
1236,8,לשם,7290000048437,צפתית 200 5% (תנח),97,19.9
1237,8,לשם,7290000554532,צפתית 5% מלח ים 200 גרם,97,15.9
1238,8,לשם,7290001546666,ענבים לבנים 500 גרם,97,17.9
1239,8,לשם,7290002007999,צלחות ח.פ. הנמל,97,9.9
1240,8,לשם,7290013677686,פפריקה מרוקאית 80 ג שקית (מיה),97,6.9
1241,8,לשם,7290014325036,סוכריות ג'לי שמחות 600 גר' (מיה ),97,20.9
1242,8,לשם,7290015282680,קישוא כבד גורמה (שש,97,16.9
1243,8,לשם,7290017304885,לחם שיפון(אנג'ל),97,19.9
1244,8,לשם,7290107974066,עלי טורטיה קמח מלא מאסטר שף,97,9.9
1245,8,לשם,7290110560300,פריכיות משולשות(שטראוס),97,6.9
1246,8,לשם,7290110573058,גבינת שמנת סימפוניה עירית 5%,97,12.9
1247,8,לשם,7290112332158,בלונדי קרם שמנת(עלית),97,8.9
1248,8,לשם,7290116931982,נפוליאון עם עירית,97,15.9
1249,8,לשם,8850632604372,שטיח יוגוטה תות,97,4.9
1250,8,לשם,7290000554471,מחלבות גד מוצרלה 22% 14*180 גר',96,19.9
1251,8,לשם,7290001041123,שקדים מולבנים פרוסים 100 גר',96,11.9
1252,8,לשם,7290006666826,סחוג ירוק 150 גרם,96,16.9
1253,8,לשם,7290008409124,שניצל ג'ונגל פריך700 ג'*10חדש,96,39.9
1254,8,לשם,7290012228407,נקניקיות ג'מבו מחפוד 1.5 קג,96,44.9
1255,8,לשם,7290013677259,זעתר 50 גר' שקית *12(מיה ),96,6.9
1256,8,לשם,7290017918020,ענבים אדומים כ-500 גרם,96,19.9
1257,8,לשם,7290018755891,שלגון מגנום חמאה חומה,96,10.9
1258,8,לשם,7290105364784,פרה ביסקוויט שוק. לבן (עלית),96,8.9
1259,8,לשם,7290105964564,חומוס אחלה 400 גר' (צבר),96,10.9
1260,8,לשם,7290115201727,ביסלי בצל 200 גר,96,9.9
1261,8,לשם,25675301122,לדר 50 גרם פירות יער,95,6.9
1262,8,לשם,670087442040,מארז 10 פיתות,95,13.9
1263,8,לשם,7290000453231,"שמרים יבשים 100 גרם ""שמרית""",95,7.9
1264,8,לשם,7290005033643,מיכלים ארוזים + מכסה,95,8.9
1265,8,לשם,7290005430602,סנו אוקסיג'ן מרסס מסיר כתמים ילג,95,19.9
1266,8,לשם,7290012884986,ציפס לתנור 1.5 (שופרסל),95,33.9
1267,8,לשם,7290104726262,מארז דני שלוק שוקולד *4,95,13.9
1268,8,לשם,7290110557454,"מילקי שכות בטעם שוקולד לבן, פיסטוק וקצפת",95,4.9
1269,8,לשם,7290116935621,יוגורט גו טעם וניל,95,7.9
1270,8,לשם,7290117266076,"גרגירי חומוס שלמים במי מלח, 300 גרם",95,7.9
1271,8,לשם,7610113023716,בקרדי בריזר אפרסק 275 מל,95,14.9
1272,8,לשם,87108712,סוכריות מנטוס פירות מארז רבעיות 150ג',94,12.9
1273,8,לשם,5060639129102,מונסטר MANGO LOCO פחית 500 מל,94,9.9
1274,8,לשם,7290002026587,וופל בלגי פרווה,94,17.9
1275,8,לשם,7290002827313,נקניקיות עוף ארוז 1.5 מחפוד,94,48.9
1276,8,לשם,7290002971016,סולת שטיבל *10,94,5.9
1277,8,לשם,7290004737900,חלב מרוכז 397 גר' ויליפוד,94,11.9
1278,8,לשם,7290008644112,סלט מטבוחה יום יום בדצ (שטראוס ),94,5.9
1279,8,לשם,7290011254070,פלפל שחור 50 גר' שקית *12 (מיה ),94,6.9
1280,8,לשם,7290018296868,לחם פרו דל פחמימות אגמי,94,27.9
1281,8,לשם,7290101551638,ציטוס כאפה 10*20,94,18.9
1282,8,לשם,7290110329136,מעדן חלב גו בטעם שוקולד,94,6.5
1283,8,לשם,72986479,גלידת בן&גר'יס צאנקי מאנקי,93,25.9
1284,8,לשם,7290000146997,משחת שיניים מסטיק תום וג'רי _(ילג),93,8.9
1285,8,לשם,7290000598369,קמח מצה בשקית לפסח 500 גר(שופרסל),93,8.9
1286,8,לשם,7290110560317,"חטיף תפו""א עדשים וקינואה",93,6.9
1287,8,לשם,7290119377404,דנונה פרו ללתס בטעם וניל 215 גרם,93,7.9
1288,8,לשם,90357473,מארז 12 פחיות קולה זירו 330 מל,92,29.9
1289,8,לשם,76840620029,"גלידת בן &ג'ריס תות שדה 500 מ""ל(מעיין)",92,29.9
1290,8,לשם,7290000068343,פריכונים מאורז מלא(אוס),92,9.9
1291,8,לשם,7290002769347,עוגיות במיכל 600 גר',92,14.9
1292,8,לשם,7290015008372,כוס חם קרטון BB 1/20 50 שמאי,92,7.9
1293,8,לשם,7290015381635,כביסכל 2 ליטר- בייבי BIO,92,49.9
1294,8,לשם,7290018972335,פרוזן שעו' ירוקה אקסטרא עדין 600 ג,92,13.9
1295,8,לשם,7290107874106,"ביסלי בצל כשל""פ 55גר'*24 (אוסם )",92,4.9
1296,8,לשם,54492578,מארז 12 פחיות מיני פאנטה פרלל 250 מל,91,29.9
1297,8,לשם,90456961,רד בול תות משמש,91,6.9
1298,8,לשם,7290000074153,פתי בר שוקו 500גר'*12 (אוסם ),91,14.9
1299,8,לשם,7290000311500,וופל מן 500 ג',91,12.9
1300,8,לשם,7290000416632,שוקולד השחר 1 קג פרווה(שופרסל),91,29.9
1301,8,לשם,7290013358585,נודלס ביצים להקפצה 400 גר(שופרסל),91,9.9
1302,8,לשם,7290013787392,פסטה ריקו רביולי במילוי גבינות 330 גרם,91,31.9
1303,8,לשם,7290020228420,כביסכל 2 ליטר- אלגנט BIO,91,49.9
1304,8,לשם,7290107956710,מיני מילקי שרינק(שטראוס),91,22.9
1305,8,לשם,7290119373352,סטריפים פריכיות משולשות סלק רבנות,91,6.9
1306,8,לשם,7290000060408,פתיתים אפויים טבעות 500 גר'*12 (אוסם ),90,6.9
1307,8,לשם,7290000104805,חומוס מבושל800- ג' (14תספ),90,19.9
1308,8,לשם,7290000176420,נס קפה עלית 200 ג' (עלית),90,29.9
1309,8,לשם,7290010346028,מטבוחה 250 גר',90,13.9
1310,8,לשם,7290011081492,קרמיסימו 3 שוקולדים,90,24.9
1311,8,לשם,7290102398577,שוקו 250מל,90,6.9
1312,8,לשם,7290110115203,קולה 1.5 לי' ( קוקה),90,7.9
1313,8,לשם,7290112965707,חטיף קרנצ' עם צ'ילי מעודן,90,5.9
1314,8,לשם,7290115201703,ביסלי ברביקיו 200 גר אוסם,90,9.9
1316,8,לשם,7290117385593,מאסטר שף אטריות שעועית 300 גרם כשלפ,90,9.9
1317,8,לשם,7296060000507,גרונות עוף (בש),89.89,9
1318,8,לשם,5431,ל.לקקן יוגטה 100 יח',89,1.5
1319,8,לשם,3400500,חטיף הרשיז נאטרייג'ס *18 (גוילי ),89,5.5
1320,8,לשם,54013681,ריזלה דקה,89,2.5
1321,8,לשם,25675120105,מקלות דובדבן,89,12.9
1322,8,לשם,7290000065557,מנה חמה קוסקוס בכוס עם ירקות( (אוסם),89,7.9
1323,8,לשם,7290000120874,מיונז הלמנס לייט 424 ג',89,15.9
1324,8,לשם,7290013520463,לחם בריאות כוסמין,89,19.9
1325,8,לשם,7290018608685,מפיות מודפס 20 יח' בחב',89,5.9
1326,8,לשם,7290106577572,מטבוחה צבר מרובע 400 גר'*6 (אוסטיב ),89,13.9
1327,8,לשם,8935001729228,מנטוס מסטיק תות שדה חמוץ,89,11.9
1328,8,לשם,7290019226796,פילה אמנון עם עור 5-7,88.262,24.9
1329,8,לשם,5010677551281,בקרדי בריזר לימון 275 מל' טמפו,88,14.9
1331,8,לשם,7290000272696,מיץ לימון משומר עסיס 1 ליטר (אוס),88,12.9
1332,8,לשם,7290000295503,שקיות אוכל זוג סנו ילג,88,14
1333,8,לשם,7290000446547,חמאת בוטנים טבעית 350 גרם,88,15.9
1334,8,לשם,7290002007975,צלחות קטנות הנמל,88,6.9
1335,8,לשם,7290004126674,טל עמק לייט 9% 200גרם(תנח),88,25.9
1336,8,לשם,7290006739346,נקניקיות פרגיות טרי זוג' 400ג',88,17.9
1337,8,לשם,7290013404121,"מלפפון במלח 7-9 ""תמי""",88,6.9
1338,8,לשם,7290013787408,פסטה ריקו רביולי בטטה 330 גרם,88,31.9
1339,8,לשם,7290014761698,גבינה צהובה 600 גר',88,39.9
1340,8,לשם,7290018540831,ארטיזנל חיטה מלאה,88,22.9
1341,8,לשם,7290110563462,חלב נטול לקטוז 2% 1 ל,88,10.9
1342,8,לשם,7290116934273,"משקה חלב וניל 2% 1 ליטר ""תנובה""",88,11.9
1343,8,לשם,7290119373345,פריכיות משולשות אפונה רבנות,88,6.9
1344,8,לשם,7290005692437,שריר (8) חלק עוף ירושלים,87.036,49.9
1345,8,לשם,80979128,מסטיק מנטוס בטעם דובדבן,87,10.9
1346,8,לשם,835811004554,סכינים שקופות 50 יח,87,4.9
1347,8,לשם,5000159555692,מלטיזרס בשקית 135 גרם,87,18.9
1348,8,לשם,7290000051376,יופלה דיאט אננס גביע(תנח),87,5.9
1349,8,לשם,7290000209968,רוטב לזניה 260ג(קואופם,87,6.9
1350,8,לשם,7290003681242,זעתר 50 גר' *12 (מיה ),87,7.9
1351,8,לשם,7290004120573,בולגרית 250 ג' 16% (תנח),87,26.9
1352,8,לשם,7290017784199,גרעיני חמניה 100 גרם,87,7.9
1353,8,לשם,7290100243084,מיונז הלמנס 789 גר`,87,26.9
1354,8,לשם,7290106721807,חציל פיקנטי(שטראוס),87,13.9
1355,8,לשם,7290112965660,חטיף קראנצ' עם מלח ים ופלפל,87,5.9
1356,8,לשם,7622300617820,שוקולד חלב במילוי קרם וניל ושברי עוגיות אוראו,87,7.9
1357,8,לשם,7296060000781,"אוסובוקו עם עצם ב""ש",86.465,75
1358,8,לשם,7290015037556,כרוב לבן שלם ארוז ס.כפרי,86.023,16.9
1359,8,לשם,6753953,המבורגר פרימיום,86,49.9
1360,8,לשם,7290000416045,שוקולד השחר חלבי 1 קג,86,29.9
1361,8,לשם,7290002402060,"נקניקיות קראנץ 1 ק""ג 6* קפוא מחפוד",86,29.9
1362,8,לשם,7290005854040,אסקימו קרח בטעם משמש,86,2.5
1363,8,לשם,7290008175173,חמאה מפינלנד 200גר(קפואים),86,17.9
1364,8,לשם,7290013675545,שניצל כלי תחבורה 700 גרם מאמא עוף,86,39.9
1365,8,לשם,7290018198629,קריספי בטטה 500גר,86,25.9
1366,8,לשם,7290019056393,תפוזינה תות בננה 1.5 ליטר (יפאו),86,7.9
1367,8,לשם,7290100700273,קינואה 500ג סוגת(קניס),86,15.9
1368,8,לשם,7290104061431,חומוס צנובר שטראוס,86,14.9
1369,8,לשם,7290104061448,חומוס חריף 400 ג(שטראוס),86,14.9
1370,8,לשם,7290110115623,פיוזטי ZERO אפרסק 1.5 ליטר,86,8.9
1371,8,לשם,7290110579463,שוקולד פרה חלב שברי אגוזים,86,9.9
1372,8,לשם,7290116932620,יוגורט גו טבעי נטול לקטוז,86,7.9
1373,8,לשם,8713800139857,סוכריות ג'לי בינס חמוץ 90 גרם,86,10.9
1374,8,לשם,54492127,מארז 12 פחיות מיני ספרייט פרלל 250 מל,85,29.9
1375,8,לשם,72961520,פרילי אננס125(תנח),85,4.9
1376,8,לשם,835811001119,מיני עדשים 200 גרם,85,15.9
1377,8,לשם,835811003816,קופסאות אחסון 2 ליטר הנמל,85,15.9
1378,8,לשם,835811004202,מפה שולחן עבה 6 יח,85,9.9
1379,8,לשם,7290000077017,עוגיות קרמוגית שוקולד 200 גר,85,12.9
1380,8,לשם,7290000101958,מנגו מוקפא (תנובה ),85,18.9
1381,8,לשם,7290000363318,נשנושי סלמי ברביקיו,85,15.9
1382,8,לשם,7290002319184,עדשים אדומים 500 גר' מיה (מיה ),85,9.9
1383,8,לשם,7290005113222,קוקטייל זיתים קבוצת יבנה,85,13.9
1384,8,לשם,7290020228048,כביסכל 2 ליטר - פרידום,85,49.9
1385,8,לשם,7290110558314,דנונה פרו 20 גרם ללא סוכר פיסטוק 200מל,85,7.9
1386,8,לשם,7290114314596,מולר פרוטאין טופ בוטנים ופצפוצים מקורמלים 22 גר חלבון,85,8.9
1387,8,לשם,7290114600927,עלי טורטיה חיטה מלאה מאסטר שף,85,9.9
1388,8,לשם,7290116536774,קליק IN אאוט קרם נוגט,85,6.9
1389,8,לשם,7296060000330,"פילה מדומה 6 חלק""(בשע) לא מעובד",84.647,69.9
1390,8,לשם,70970475443,מייק לייק כחול ברי 22 גרם,84,3.9
1391,8,לשם,7290000057477,חלב 1.5 ליטר 3%(תנח),84,10.92
1392,8,לשם,7290000197463,חיתולי האגיס 10-14 גר' 42 יח' (חוגלה),84,44.9
1393,8,לשם,7290000209913,עגבניות קוביות 260 גר' קואופ,84,6.9
1394,8,לשם,7290000493183,אבקת רוטב פטריות(אוסם),84,5.9
1395,8,לשם,7290004124205,יופלה דיאט תות 0% שומן 150 גרם,84,5.9
1396,8,לשם,7290008806985,"נשנושים גלידה שוקו וניל פרווה 630 גרם ""קרמסימו""",84,59.9
1398,8,לשם,7290019603498,שמן זית כתית מעולה 750 מל,84,39.9
1399,8,לשם,7290106419261,מרשמלו צבעוני מסולסל 15 גר'(מעיין),84,2
1400,8,לשם,7290106527386,פריכיות אנרג'י אורז חום עלית,84,11.9
1401,8,לשם,7290110115302,פאנטה זירו אורנג' 1.5(קולה),84,8.9
1403,8,לשם,1126,שמינייה מזונות ויזניץ,83,4.9
1404,8,לשם,72918388,טוויסט,83,4.9
1405,8,לשם,835811000471,תמצית בטעם וניל 250 מל,83,10.9
1406,8,לשם,835811007791,פרורי לחם פנקו 300 גר,83,8.9
1407,8,לשם,7290000467153,חומוס סמיר הגדול 400 גר'*6 (אוסטיב ),83,15.9
1408,8,לשם,7290002697091,מארז דגנים מחמצת/ 4 פרנה,83,17.9
1409,8,לשם,7290006983152,קרוטונים מתובלים 400 גר *12 אוסם,83,23.9
1410,8,לשם,7290017065786,צ'דר 35%,83,29.9
1411,8,לשם,7290017784823,צימוק ג'מבו,83,16.9
1412,8,לשם,7290019603375,כמון מובחר שקית 80 גרם,83,6.9
1413,8,לשם,7290019635031,בוראטה 28% שומן,83,23.9
1414,8,לשם,7290107280013,ליטופים חמישייה(סנו),83,19.9
1415,8,לשם,7290107280761,נוזל כלים סנו ספארק לימון קואופ,83,13.9
1416,8,לשם,7290110321703,יופלה GO פירות יער,83,7.5
1417,8,לשם,7290118990826,שמרים נמס 500 גר',83,15.9
1418,8,לשם,7622210826053,מילקה אוראו עוגיות (מעיין),83,7.9
1419,8,לשם,8715700422473,ממרח מיונז (ילג/גוילי),83,16.9
1420,8,לשם,72986455,גלידת בן&גר'יס ניו יורק,82,25.9
1421,8,לשם,46214930207,עוגיות ריינבו עם סוכריות צבעוניות 150 גרם מרבה,82,11.9
1422,8,לשם,7290000062952,קרוטונים מיני למרק וסלט 250ג' (אוס),82,18.9
1423,8,לשם,7290000065977,חטיפי פריכונים תירס שומשום 80 גר',82,8.9
1424,8,לשם,7290000515953,קמח תופח מנופה שטיבל,82,9.9
1425,8,לשם,7290002007029,קוקוס 100 גר` הנמל,82,5.9
1426,8,לשם,7290006271648,"מיני בורקס תפו""א ""מעדנות""",82,26.9
1427,8,לשם,7290018380932,פרוזן אפונה אקסטרא עדין 600 ג,82,13.9
1428,8,לשם,7290050173822,מסטיק אורביט קוביות,82,2.9
1429,8,לשם,7290106668133,שוקולית 400 גר' בשקית עלית (קואופ ),82,15.9
1430,8,לשם,7690589856667,מברשת אובלית סגול (ידיד ),82,12.9
1431,8,לשם,7804643270003,אוכמניות ארוזה,82,19.9
1432,8,לשם,5000159561976,חטיף באונטי,81,4.5
1433,8,לשם,7290000262239,נייר טואלט 48יחידות (ילחג),81,50.9
1434,8,לשם,7290001041185,"פופקורן 1 ק""ג מיה",81,14.9
1435,8,לשם,7290001670385,מפיות טישו 100,81,5.9
1436,8,לשם,7290002752349,מנטוס גליל מנטה *40 (גוילי),81,3.9
1437,8,לשם,7290003220410,"קרקר עם שומשום ""מעדני מלך"" 110 גרם",81,3.9
1438,8,לשם,7290003578061,לבבות דקל שלמים 400 גר',81,15.9
1439,8,לשם,7290005854606,אסקימו קרח בטעם אננס,81,2.5
1440,8,לשם,7290011051365,שוופס סודה לימון 1.5 לי רביעיה (פיאורה',81,14.9
1441,8,לשם,7290018333044,שלוקים טרופית ענבים 18 יח,81,19.9
1442,8,לשם,7290018863909,שבבי גזר שערות 250 גרם,81,8.9
1443,8,לשם,7290020216953,לחם פרו 500 גרם,81,24.9
1444,8,לשם,7290108352900,מגבת נייר (סנו),81,26.9
1445,8,לשם,7290110115449,תה FUZE מנגו אננס#,81,8.9
1446,8,לשם,7290110325626,"משקה שקדים לל""ס",81,13.9
1447,8,לשם,7290119381159,מארז תפוציפס קראנצ טבעי 8 יח 25*10,81,21.9
1448,8,לשם,1153,קישואים זוקיני (ביכורי שדה),80.277,14.9
1449,8,לשם,1996,"סוכריה 2 ש""ח",80,2
1450,8,לשם,3387390525960,נסטלה דגנים פריכים עם שוקולד 500 גר',80,25.9
1451,8,לשם,5904941751371,בלו די אקזוטי מלון תפוח 250 מל,80,4.9
1452,8,לשם,7290001468876,"שיפודים מעץ 30 ס""מ (נאמן )",80,3.9
1453,8,לשם,7290006739445,שניצל תירס זוגלובק 750 גר',80,34.9
1454,8,לשם,7290012313264,כרוב כבוש יבנה,80,9.9
1455,8,לשם,7290015381871,כביסכל 2 ליטר- סופט קייר BIO,80,49.9
1456,8,לשם,7290018925171,מיץ תפוזים סחוט כשלפ,80,35.9
1457,8,לשם,7290019153696,שוופס לימון,80,4.9
1458,8,לשם,7290110321697,יופלה GO אפרסק 200ג,80,7.5
1459,8,לשם,7290110328221,יוגורט נטול לקטוז 200 גר 3%,80,4.9
1460,8,לשם,7290116533704,דג דג חטיף אפוי מלוח,80,12.9
1461,8,לשם,7290116534237,רוטב טריאקי 370 גרם,80,13.9
1462,8,לשם,7290117265604,גרעיני תירס מתוק 335 גרם,80,7.9
1463,8,לשם,7290002688389,פרגית עוף טחון ב.ש,79.953,79.9
1464,8,לשם,3003,ביצים 30L בתוספת אומגה 3 (קדומים),79,44
1465,8,לשם,72963746,שמנת 200 מל 15% (תנובה),79,2.81
